hotel_id,hotel_name,hotel_rating,hotel_experience,amenities,address,city,country,location,hotel_price
19,Ramada by Wyndham Jaipur,4.0,Very Good,"['Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","Govind Marg Raja Park, Jaipur, Rajasthan, 302004",Jaipur,India,"26.896044, 75.829106",339.0
20,Hotel 360,4.3,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","8th Floor, Anukampa Plaza, Nr Rajmandir, Bhagwandas Road, C Scheme, Jaipur, Rajasthan, 302001",Jaipur,India,"26.914525, 75.809592",27.0
21,"Tree of Life Chhota Mahal, Amer, Jaipur",4.7,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Pet friendly', 'Pool', 'Restaurant']","BARA BUNGALOW AMER, KAMAL BAGH, Amer, Amer, Rajasthan, 302028",Jaipur,India,"27.014391, 75.892709",96.0
22,Vesta International,3.5,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","S-3, Linking Road, Near Ajmer Pulia, Gopalbadi, Jaipur, Rajasthan, 302001",Jaipur,India,"26.914604, 75.790847",26.0
23,Hotel Triveni Residency,3.7,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Breakfast available', 'Housekeeping']","Plot No 1, Satya Vihar Colony, Near Vidhansabha, Lalkothi, Jaipur, Rajasthan, 302015",Jaipur,India,"26.892026, 75.800203",30.0
24,Hotel Empire Regency,3.5,Good,"['Free WiFi', 'Parking included', 'Pool', 'Restaurant', 'Breakfast available', 'Business services']","D-1, Madho Singh Road, Nr. Collectorate Circle, Banipark, Jaipur, Rajasthan, 302016",Jaipur,India,"26.928404, 75.793246",33.0
25,The Fern Residency Jaipur,3.9,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","A - 13, Govind Marg, Janata Marg, Near Pink Square Mall, Jaipur, Rajasthan, 302004",Jaipur,India,"26.90353, 75.83707",56.0
26,Dera Rawatsar - Heritage Hotel,4.6,Wonderful,"['Free airport shuttle', 'Air conditioning', 'Breakfast included', 'Free WiFi', 'Parking included', 'Laundry']","D-194/C, Vijay Path, Bani Park, Jaipur, Rajasthan, 302016",Jaipur,India,"26.925349, 75.800807",40.0
27,"ITC Rajputana, A Luxury Collection Hotel, Jaipur",4.4,Excellent,"['Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Pet friendly']","Palace Road Rajasthan, Jaipur, Rajasthan, 302006",Jaipur,India,"26.918753, 75.791663",84.0
28,Jaipur Marriott Hotel,4.4,Excellent,"['Hot Tub', 'Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry']","Ashram Marg Near Jawahar Circle, Tonk Road, Jaipur, Rajasthan, 302015",Jaipur,India,"26.840895, 75.796167",112.0
29,Ramada by Wyndham Jaipur North,4.9,Exceptional,"['Air conditioning', 'Breakfast included', 'Free WiFi', 'Parking included', 'Pool', 'Restaurant']","A-2/3/11/12, Metal Colony Sikar Road, Opposite Bhawani Niketan School, Jaipur, RJ, 302023",Jaipur,India,"26.947762, 75.77337",80.0
30,"Crowne Plaza Jaipur Tonk Road, an IHG Hotel",4.4,Excellent,"['Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","SP1, Sitapura (RIICO), Tonk Road, Jaipur, Rajasthan, 302022",Jaipur,India,"26.779667, 75.827339",99.0
31,Zone by The Park Bani Park Jaipur,4.0,Very Good,"['Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","Madhosingh Road, Bani Park, Jaipur, Rajasthan, 302016",Jaipur,India,"26.933869, 75.794125",47.0
32,Barwara Kothi,4.6,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","5, Jacob Road, Civil Lines, Jaipur, Rajasthan, 302006",Jaipur,India,"26.911709, 75.787926",48.0
33,Hilton Jaipur,4.3,Excellent,"['Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","42 Geejgarh House Hawa Sadak, Jaipur, Rajasthan, 302006",Jaipur,India,"26.901508, 75.783514",91.0
34,Royal Orchid Central Jaipur,3.8,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","A-26, A / 2, Jaisingh Highway, Bani Park, Jaipur, Rajasthan, 302016",Jaipur,India,"26.897075, 75.81047",60.0
35,ibis Jaipur Civil Lines Hotel,3.9,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","Civil Lines Area, Ajmer Road, Near Civil Lines Metro Station, Jaipur, Rajasthan, 302006",Jaipur,India,"26.90795, 75.779678",51.0
36,County Inn Hotel,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Room service']","268 Vaishali Marg, Nemi Sagar Colony, Hanuman Nagar, Jaipur, RJ, 302021",Jaipur,India,"26.915164, 75.752316",96.0
37,Crimson Park - The Heritage,4.5,Wonderful,"['Air conditioning', 'Breakfast included', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","Amer Road, Near Jal Mahal, Jaipur, Rajasthan, 302001",Jaipur,India,"26.949659, 75.841922",107.0
38,Hotel Cordon Vay,4.8,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Breakfast available', 'Housekeeping', '24/7 front desk']","B-31, Mahalakshmi Nagar, Behind WTP, JLN Marg, Jaipur, Rajasthan, 302017",Jaipur,India,"26.852518, 75.805354",19.0
39,Hotel Royal Empire,4.1,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","83,Girdhar Marg, JLN Marg,Near Fortis, Airport Zone, Jaipur, Rajasthan, 302017",Jaipur,India,"26.84771, 75.8062",51.0
40,Hotel Royal Orchid,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","Opposite to BSNL Office, Tonk Road, Near Durgapura Flyover, Durgapura, Jaipur, Rajasthan, 302018",Jaipur,India,"26.84485, 75.793496",66.0
41,Sanskar Prime Hotel,3.5,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","12-13, DCM, Ajmer Road, Jaipur, Rajasthan, 302021",Jaipur,India,"26.890951, 75.742003",28.0
42,Khandwa Haveli,4.3,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Business services']","Ambabari, Sikar Road, Jaipur, Rajasthan, 302039",Jaipur,India,"26.943982, 75.773508",62.0
43,Khas Bagh,4.2,Wonderful,"['Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Pet friendly']","Village Natata, Amer, Rajasthan, 302028",Jaipur,India,"27.01501, 75.92018",86.0
44,Sarovar Portico Jaipur,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","Plot No 90,Bhan Nagar, Prince Road,Queens Road,Vaishali, Jaipur, Rajasthan, 302021",Jaipur,India,"26.902716, 75.752208",107.0
45,Royal View Hotel,3.6,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","R-18, B.B. Fatima Colony, Ramgarh Moad, Jaipur, Rajasthan, 302002",Jaipur,India,"26.946138, 75.847533",19.0
46,hotel S57,3.9,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Business services']","s57 shyam marg, adinath nagar, Jaipur, rajasthan, 302018",Jaipur,India,"26.8517, 75.80149",32.0
47,Hotel Gandharva - A Green Hotel,3.7,Good,"['Free airport shuttle', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","Station Road, Near Reserve Police Lines, Jaipur, Rajasthan, 302006",Jaipur,India,"26.924609, 75.804699",45.0
48,Jaipur Hotel New,4.3,Excellent,"['Air conditioning', 'Spa', 'Free WiFi', 'Laundry', 'Restaurant', 'Breakfast available']","07- Film Colony, Jaipur, Rajasthan, 302002",Jaipur,India,"26.917376, 75.820827",29.0
49,"Four Points by Sheraton Jaipur, City Square",4.0,Very Good,"['Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","City Square, Vasundhara Colony, Tonk Road, Jaipur, Rajasthan, 302018",Jaipur,India,"26.863574, 75.796034",94.0
50,Treebo Trend Airport View,4.3,Wonderful,"['Spa', 'Breakfast included', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","Plot No.37 shreenath nagar,, opp. old airport, Janakpuri, Sanganer, Jaipur, Rajasthan, 302029",Jaipur,India,"26.786587, 75.807605",24.0
51,Treebo Trend Hotel New Rockwell,4.8,Exceptional,"['Breakfast included', 'Free WiFi', 'Parking included', 'Restaurant', 'Housekeeping']","24, Hem Marg, Behind Reliance Fresh, Metro Piller No 98, New Sanganer Road, Jaipur, Rajasthan, 302019",Jaipur,India,"26.891711, 75.769884",23.0
52,Hotel Vrisa,4.4,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","12, Airport plaza, Durgapura, Tonk Road, Jaipur, Rajasthan, 302018",Jaipur,India,"26.843117, 75.795562",55.0
53,Ramada by Wyndham Jaipur Jaisinghpura,4.0,Very Good,"['Hot Tub', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","Jaisinghpura, Ajmer Road, Jaipur, Rajasthan, 302026",Jaipur,India,"26.825265, 75.697893",63.0
54,Treebo Trend Resolute,4.1,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Room service']","A1, Tonk Rd, near Glass Factory, Jawahar Nagar Colony, Bajaj Nagar, Jaipur, Rajasthan, 302018",Jaipur,India,"26.868489, 75.797102",23.0
55,"Lords Plaza, Jaipur",3.5,Good,"['Free airport shuttle', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","Suchna Kendra, Opposite SMS Hospital, Sawai Ram Singh Rd, Near Jaipur, Jaipur, Rajasthan, 302 001",Jaipur,India,"26.908927, 75.815349",24.0
56,Hotel Rajlaxmi Palace,4.8,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","Near Sanjivani Hospital, Jaipur, Rajasthan, 302019",Jaipur,India,"26.891327, 75.771006",24.0
57,KK Royal Hotel & Convention Centre,3.5,Good,"['Air conditioning', 'Spa', 'Breakfast included', 'Free WiFi', 'Parking included', 'Laundry']","Amer Road, Amer, Rajasthan, 302028",Jaipur,India,"26.990464, 75.864786",62.0
58,Hotel Istana Inn,4.7,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","B-142, Vidyut Nagar B, Queens Road, Jaipur, Rajasthan, 302019",Jaipur,India,"26.900312, 75.754684",23.0
59,Hotel Marigold Jaipur,3.6,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","IT 20, Sitapura Industrial Area, Near, Jaipur Exhibition & Convention Ctr, Jaipur, 302022",Jaipur,India,"26.788386, 75.830676",187.0
60,Villa 243,4.4,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","243, Katewa Nagar, Vivek Vihar, Shyam Nagar, Jaipur, 302019",Jaipur,India,"26.888372, 75.766082",669.0
61,Jasoda Heritage by Keshav Global Hotels,4.5,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","Rochees Marg, J.D.A. Market, Behind Kale Ke Hanuman Ji Temple, Jaipur, Rajasthan, 302002",Jaipur,India,"26.930058, 75.828328",24.0
62,Umaid Bhawan,3.9,Very Good,"['Parking included', 'Laundry', 'Pool', 'Restaurant', 'Housekeeping', 'Babysitting']","D1-2A Behind collectorate, Jaipur, Rajasthan, 302016",Jaipur,India,"26.927819, 75.789031",91.0
63,Khatu Haveli,4.8,Exceptional,"['Air conditioning', 'Breakfast included', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","Uniyaron Ka Rasta, Chandpole Bazar, Jaipur, Rajasthan, 302001",Jaipur,India,"26.929741, 75.811546",45.0
64,Le Méridien Jaipur Resort & Spa,4.3,Excellent,"['Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","Number 1, RIICO, Amer, Rajasthan, 302028",Jaipur,India,"27.032676, 75.888939",162.0
65,Regenta Inn Jaipur,3.9,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","B-31 , Govind Marg, Near Baraf Khana Gossing, Jaipur, Rajasthan, 302004",Jaipur,India,"26.901939, 75.836112",42.0
66,Arya Niwas,4.5,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","Sansar Chandra Road, Behind Amber Tower, Jaipur, Rajasthan, 302001",Jaipur,India,"26.921054, 75.804644",28.0
67,Hotel The Livin,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Gym']","Plot no 17-18 Subhash Nagar, Shastri Nagar, Near Science Park, Jaipur, Rajasthan, 302016",Jaipur,India,"26.939205, 75.79688",40.0
68,Rajputana Diaries,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Restaurant', 'Breakfast available', 'Room service']","Sawai Jai Singh Hwy, Jaipur, RJ, 302016",Jaipur,India,"26.926727, 75.7905",15.0
69,Tara Niwas,4.5,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pet friendly', 'Restaurant']","B-22/B, Shiv Marg, Bani Park, Jaipur, Rajasthan, 302016",Jaipur,India,"26.926963, 75.794872",19.0
70,Castle Kanota,3.7,Very Good,"['Air conditioning', 'Parking included', 'Laundry', 'Pool', 'Restaurant', 'Gym']","Ganesh Vihar Colony, Kanota, Agra Road, Jaipur, Jaipur, RJ, 303012",Jaipur,India,"26.872086, 75.94959",92.0
71,OYO 35787 Hotel Lily Bay Prime,4.3,Wonderful,"['Air conditioning', 'Breakfast included', 'Free WiFi', 'Parking included', 'Business services', 'Housekeeping']","C-303,Siddharth Nagar,Jawahar Circle, Sangam Clny, Chainpura, Jagatpura, Jaipur, Rajasthan, 302029",Jaipur,India,"26.832667, 75.807771",61.0
72,Hotel The Grand Kukas,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","Plot no 67, Royal City, Jaipur-Delhi Highway, Jamwa Ramgarh, Rajasthan, 302028",Jaipur,India,"27.048561, 75.905502",56.0
73,"Bara Bungalow Kalwar, Jaipur - A Rosakue Collection",4.6,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","Mundota Rd, Jaipur, Rajasthan, 303706",Jaipur,India,"26.988415, 75.584973",128.0
74,Hotel Rock land By Tuma Hotels,4.0,Very Good,"['Free WiFi', 'Parking included', 'Restaurant', 'Breakfast available', 'Business services', 'Room service']","S-8, Shri Gopal Nagar, Gopalpura By-Pass, (Main Road), Jaipur, Rajasthan, 302019",Jaipur,India,"26.877464, 75.772411",33.0
75,Cambay Grand,4.7,Exceptional,"['Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","Sp -36B Riico Industrial Area, Delhi-Jaipur Highway, Amer, Rajasthan, 303101",Jaipur,India,"27.031372, 75.895426",31.0
76,Devraj Niwas Boutique Hotel,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","Khasa Kothi Crossing, Bani Park, Jaipur, Rajasthan, 302016",Jaipur,India,"26.921546, 75.793836",28.0
77,Hotel Marc Inn,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","S-5, 6, Amrapali Circle, Vaishali Nagar, Jaipur, Rajasthan, 302021",Jaipur,India,"26.911524, 75.742198",25.0
78,Milestone 251,3.5,Good,"['Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","D 251, Devi Marg, Jaipur, Rajasthan, 302016",Jaipur,India,"26.926655, 75.78987",26.0
79,Hotel Sarang Palace,3.8,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","A-40, Subhash Nagar, Jaipur, Rajasthan, 302016",Jaipur,India,"26.931789, 75.79339",22.0
80,Clarks Amer,3.5,Good,"['Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","Jawahar Lal Nehru Marg, Jaipur, Rajasthan, 302018",Jaipur,India,"26.845953, 75.802419",334.0
81,Hotel Sumaditya,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","A-16B, Sikar Road, Ambabari, Vidhyadhar Nagar, Jaipur, Rajasthan, 302039",Jaipur,India,"26.94357, 75.773674",31.0
82,Hotel The Queens,4.1,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Restaurant', 'Breakfast available', 'Business services']","Durga Marg, Jaipur, RJ, 302016",Jaipur,India,"26.925506, 75.78949",24.0
83,OYO 2730 Hotel Ethnic Residency,3.8,Very Good,"['Air conditioning', 'Breakfast included', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","Plot No. 5/301, Girdhar Marg, Malviya Nagar, Jaipur, Rajasthan, 302017",Jaipur,India,"26.847277, 75.806459",84.0
84,Hotel Classic Inn,4.1,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","96 Badodiya Scheme, Railway Station, Kabir Marg, Bani Park, Jaipur, Rajasthan, 302016",Jaipur,India,"26.922258, 75.790977",27.0
85,Hotel Mahadev resency,4.5,Wonderful,"['Air conditioning', 'Free WiFi', 'Restaurant', 'Breakfast available', 'Business services', 'Room service']","vivek nagar near bus station road, Jaipur, RJ, 302016",Jaipur,India,"26.92395, 75.79969",19.0
86,Hotel Pearl Palace,4.5,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","51 Hathroi Fort Hari Kisan Somani Marg, Ajmer Road, Jaipur, RJ, 302001",Jaipur,India,"26.91619, 75.79565",27.0
87,Nirwana Hometel Jaipur - A Sarovar Hotel,3.9,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Gym']","4 - D Villa, Khasa Kothi Circle, Station Road, Jaipur, Rajasthan, 302001",Jaipur,India,"26.920941, 75.795062",38.0
88,R41- A Boutique Hotel,3.8,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Housekeeping']","Plot no. 41, Rathod Nagar Vaishali Nagar, Jaipur, Rajasthan, 302021",Jaipur,India,"26.909889, 75.751774",45.0
89,Treebo Trend Bliss Raja Park,4.0,Very Good,"['Air conditioning', 'Breakfast included', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","289, Lane No. 6, Vaishno Devi Marg, Panchwati Circle, Raja Park, Jaipur, Rajasthan, 302004",Jaipur,India,"26.892016, 75.829269",23.0
90,Treebo Trend Woodsvilla Suites Bapu Nagar,4.1,Very Good,"['Air conditioning', 'Breakfast included', 'Free WiFi', 'Parking included', 'Laundry', 'Kitchen']","B - 136 A, Rajendra Marg, Bapu Nagar, Near Janta Store Crossing, Jaipur, 302015",Jaipur,India,"26.889815, 75.80887",28.0
91,Hotel Rockland,3.8,Very Good,"['Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","263, Frontier Colony, Adarsh Nagar, Opposite Dusshera Maidan, Jaipur, Rajasthan, 302004",Jaipur,India,"26.89854, 75.83181",41.0
92,Golden Eagle Hotels & Resorts,3.7,Very Good,"['Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","200 Feet Bypass Road, 3, 4, 5A, B, Ajmer Rd, Flyover, Patel Nagar, Jaipur, Rajasthan, 302034",Jaipur,India,"26.88603, 75.731959",27.0
93,Hotel VB Heritage Heights,4.2,Wonderful,"['Free WiFi', 'Parking included', 'Restaurant', 'Gym', 'Breakfast available', 'Business services']","A-6 Fateh Tiba Rd, Jaipur, RJ, 302004",Jaipur,India,"26.90832, 75.82425",35.0
94,Hotel Sarvmangla Garden,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Restaurant', 'Breakfast available', 'Business services']","Opp. Sylvan Bio-Diversity Forest Park, Agra - Jaipur Road, Sumel Rd, Jaipur, Rajasthan, 302031",Jaipur,India,"26.885631, 75.911098",37.0
95,Vesta Maurya Palace,4.9,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","S-35A, Arvind Marg, Jaipur, Rajasthan, 302001",Jaipur,India,"26.915287, 75.811278",21.0
96,Hotel Gitanjali,4.8,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Business services']","Near JECC, Van Vihar, Sitapura, Tolltax, Jaipur, Rajasthan, 302015",Jaipur,India,"26.790275, 75.818994",16.0
97,Hotel Vimal Heritage,4.0,Very Good,"['Hot Tub', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","148, A/2 Durga Marg, Bani Park, Jaipur, Rajasthan, 302016",Jaipur,India,"26.928524, 75.785577",27.0
98,Hotel Royal Amer City,3.7,Very Good,"['Free airport shuttle', 'Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry']","Opp. Bharmal Chatriyan Delhi Road, Jaipur, Amer, Rajasthan, 302028",Jaipur,India,"26.998091, 75.876274",16.0
99,Sarovar Premiere Jaipur,3.9,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","Lal Kothi, Tonk Road, Sahakar Marg, Jaipur, Rajasthan, 302015",Jaipur,India,"26.881962, 75.797315",55.0
100,Raj Regency,4.1,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","E 89, Lal Bahadur Nagar, Jaipur, Rajasthan, 302018",Jaipur,India,"26.849802, 75.798915",30.0
101,Doubletree by Hilton Jaipur Amer,4.6,Wonderful,"['Air conditioning', 'Parking included', 'Laundry', 'Pool', 'Restaurant', 'Gym']","935 Kukas Delhi Road, Jamwa Ramgarh, Rajasthan, 302028",Jaipur,India,"27.046302, 75.905236",80.0
