hotel_id,hotel_name,hotel_rating,hotel_experience,amenities,address,city,country,location,hotel_price
35,Sairafort Sarovar Portico,3.5,Good,"['Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","SPL-1,Shilp Gram, RICO Industrial Area, Ramgarh By Pass, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.911588, 70.922935",52.0
36,Hotel Shahi Palace,4.4,Excellent,"['Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","shiv road , behind HDFC bank, silawata para, Jaisalmer, Rajsthan, 345001",Jaisalmer,India,"26.91295, 70.91115",18.0
37,Golden Haveli,3.8,Good,"['Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","Bera Road, Near Gadsagar Lake, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.90579, 70.91568",52.0
38,The Legend Haveli,3.8,Very Good,"['Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","Plot no. 564 Dr. K. L. Achalvansi colony, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.92351, 70.909157",33.0
39,Abu Safari Jaisalmer,4.2,Very Good,"['Free airport shuttle', 'Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Pet friendly']","Near Fort, Dhibba Para, Front of Fort Ring Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.909649, 70.908798",3.0
41,Hotel Imperial,4.9,Exceptional,"['Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Restaurant', 'Business services']","1, C VSingh Colony, Near Hanuman Circle, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.915825, 70.908103",30.0
42,Royal Desert Camps,4.0,Very Good,"['Parking included', 'Laundry', 'Restaurant', 'Business services', 'Room service', 'Housekeeping']","ROYAL DESERT SAFARIES PVT. LTD, Nachna Haveli, Gandhi Chowk, Jaisalmer, Jaisalmer, 345001",Jaisalmer,India,"26.91575, 70.90834",66.0
43,Hotel Radhika Jaisalmer,4.0,Very Good,"['Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","kl anchal vanshi colony dedansar road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.92424, 70.90982",16.0
44,Sky Desert Safari,4.7,Exceptional,"['Free WiFi', 'Parking included', 'Breakfast included', 'Laundry', 'Pet friendly', 'Restaurant']","Sam Sand Dunes, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.848654, 70.546722",61.0
45,Hotel Paradise,4.5,Wonderful,"['Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","Off Fort Janga Para Road, Inside Fort, Jaisalmer, RJ, 345001",Jaisalmer,India,"26.912259, 70.912343",29.0
46,Hotel Sky Plaza,4.6,Exceptional,"['Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Restaurant', 'Bar']","703,Officers Colony Circle, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.911157, 70.908269",52.0
47,Royal Jaisalmer Resort with Swimming  Pool,4.7,Exceptional,"['Free WiFi', 'Parking included', 'Pet friendly', 'Pool', 'Outdoor Space', 'Barbecue grill']","Sam Sand Dunes, Sam Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.82638, 70.531397",120.0
48,Mahadev Palace,4.2,Wonderful,"['Free WiFi', 'Air conditioning', 'Laundry', 'Pool', 'Restaurant', 'Breakfast available']","H-3 RIICO, Jethwai Road, Jaisalmer, Jaisalmer, Rajasthan, India, Jaisalmer, 345001",Jaisalmer,India,"26.92208, 70.92293",30.0
49,Hotel Pol Haveli,4.0,Very Good,"['Free WiFi', 'Laundry', 'Restaurant', 'Breakfast available', 'Bar', 'Room service']","Near Geeta Ashram, dedanser road, Jaisalmer, rajasthan, 345001",Jaisalmer,India,"26.9184, 70.909019",10.0
50,Gorakh Haveli,3.5,Good,"['Free WiFi', 'Air conditioning', 'Parking included', 'Breakfast included', 'Laundry', 'Pet friendly']","Near Fort First Gate, Dhibbapara, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.907784, 70.911883",25.0
51,K K Resorts & Camp,4.2,Wonderful,"['Free WiFi', 'Air conditioning', 'Parking included', 'Breakfast included', 'Restaurant', 'Business services']","42 KM Sam Road Opp Sam Sand Dunes, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.840662, 70.541967",63.0
52,OYO 24960 Amigo Camps,3.9,Very Good,"['Air conditioning', 'Parking included', '24/7 front desk', 'Restaurant', 'Housekeeping']","Amigo Camps, Near Toll Barrier Sam Sand Dunes Kanoi, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.868614, 70.567367",59.0
53,Hotel Akashdeep,3.8,Good,"['Free WiFi', 'Parking included', 'Laundry', 'Pet friendly', 'Restaurant', 'Breakfast available']","Hanuman Circle, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.917026, 70.908693",27.0
54,Himmatgarh Palace,4.1,Wonderful,"['Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant', 'Bar']","Ramgarh Road, Opposite Vyas Chattri, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.923823, 70.904411",30.0
55,Hotel Rose Fort Jaisalmer,4.0,Very Good,"['Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","Kalakar Colony, Rajasthan India, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.91907, 70.9119",12.0
56,Prithvi Palace,4.8,Exceptional,"['Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Restaurant', 'Bar']","kalakar colony, Malka Pol, Jaisalmer, RJ, 345001",Jaisalmer,India,"26.919127, 70.911913",17.0
58,Charming Home in City Center Jaisalmer,4.2,Wonderful,"['Free WiFi', 'Air conditioning', 'Pet friendly', 'Pool', 'Kitchen']","Jaisalmer, Rajasthan",Jaisalmer,India,"26.910917, 70.919551",81.0
63,OYO 1397 Rana Villa,4.2,Wonderful,"['Free WiFi', 'Air conditioning', 'Parking included', 'Breakfast included', 'Laundry', 'Pool']","Near Nagarpalika, Gadisar Road, Manak Chowk, Amar Sagar Pol, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.909702, 70.916187",62.0
64,Limra Desert Camp Jaisalmer,3.8,Very Good,"['Free WiFi', 'Parking included', 'Breakfast included', 'Laundry', 'Pet friendly', 'Kitchen']","before parking of Sand Dunes, Jaisalmer, RJ, 345001",Jaisalmer,India,"26.856375, 70.552904",60.0
65,Moustache Jaisalmer,4.1,Wonderful,"['Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Restaurant', 'Housekeeping']","Near Fort Parking, Ring Road, Dhibba Para, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.911423, 70.91275",18.0
66,Sangram Desert Camp,4.5,Wonderful,"['Free WiFi', 'Air conditioning', 'Parking included', 'Restaurant', 'Room service', 'Housekeeping']","Sand Dune, Sangram Desert Camp, Barna Village, Khuri, Jaisalmer, Rajasthan, 345034",Jaisalmer,India,"26.677738, 70.688146",60.0
67,Hotel Pansari Palace,3.5,Good,"['Free WiFi', 'Parking included', 'Laundry', 'Pet friendly', 'Restaurant', 'Business services']","Khuri Village, Jaisalmer, Rajasthan, 345034",Jaisalmer,India,"26.611568, 70.714104",18.0
68,Hotel Lal Garh Fort And Palace,4.9,Exceptional,"['Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","Patwa Haveli Road, Kalakar Colony, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.918833, 70.912183",42.0
69,Treebo Trend Desert Boutique Resort,3.6,Very Good,"['Free WiFi', 'Air conditioning', 'Parking included', 'Breakfast included', 'Laundry', 'Restaurant']","Dessert Boutique Resort, Kaji ki Dhani, Turke Ki Basti, Sam Sand Dunes, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.864062, 70.550559",26.0
70,Gorbandh Palace,3.8,Good,"['Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","No. 1 Tourist Complex, Sam Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.913575, 70.867567",47.0
71,Royal Golden Camp,4.1,Wonderful,"['Parking included', 'Restaurant', 'Room service', 'Housekeeping', '24/7 front desk']","Sand Dunes 3 Km, Damodara Village, Near Desert National Park Sam Sand Dunes, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.90025, 70.60055",56.0
72,The Secret House - Adults Only,5.0,Exceptional,"['Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","Geeta Ashram Circle 100 Meters, Towards dedansar Road Jaisalmer, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.918401, 70.908959",19.0
73,Oasis Camp Sam,4.1,Wonderful,"['Free airport shuttle', 'Free WiFi', 'Air conditioning', 'Parking included', 'Breakfast included', 'Laundry']","Near sand dunes parking, Village sam, Jaisalmer, RJ, 345001",Jaisalmer,India,"26.83075, 70.5343",50.0
74,Rajasthan Adventure Resort,5.0,Exceptional,"['Parking included', 'Laundry', 'Restaurant', 'Business services', 'Bar', 'Room service']","Sam Sand Dunes, Near Parking, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.845449, 70.535308",59.0
75,Desert Glamping,4.3,Wonderful,"['Free WiFi', 'Parking included', 'Laundry', 'Pet friendly', 'Pool', 'Restaurant']","Near Sam Sand Dunes, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.854484, 70.551742",70.0
76,The Gulaal,4.9,Exceptional,"['Spa', 'Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Pool']","Opp Nagarpalika, Jaisalmer, Rajasthan, 302023",Jaisalmer,India,"26.903972, 70.912024",57.0
77,Casa de kaku,5.0,Exceptional,"['Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","sun set point, suli dungar, Jaisalmer, RJ, 345001",Jaisalmer,India,"26.9199, 70.9139",29.0
78,Wind Desert Camp,4.2,Very Good,"['Parking included', 'Breakfast included', 'Laundry', 'Pet friendly', 'Restaurant', 'Bar']","Khaba Road, Village Kanoi, Sam Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.843055, 70.544023",59.0
79,Hotel Sparrow Palace,4.8,Exceptional,"['Spa', 'Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Business services']","Dedanser Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.919198, 70.909329",27.0
80,ADB Rooms Hotel Yellow Stone Jaisalmer,3.7,Very Good,"['Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","504, Hanuman Chauraha, Dr. K. L. Achalvanshi Colony, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.915914, 70.90791",49.0
81,Hotel Rawal Kot,4.2,Very Good,"['Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","Jodhpur Jaisalmer Highway, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.917903, 70.945728",43.0
82,KF Resort,4.5,Wonderful,"['Free WiFi', 'Air conditioning', 'Parking included', 'Breakfast included', 'Restaurant', 'Gym']","Across Sam Sand Dunes, Main Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.839431, 70.541184",66.0
85,Kasam Desert Safari Camp,3.9,Very Good,"['Parking included', 'Breakfast included', 'Laundry', 'Restaurant', 'Business services', 'Room service']","Sam Sand Dunes, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.855026, 70.55244",53.0
86,Jaipur Desert Camp,4.9,Exceptional,"['Free WiFi', 'Parking included', 'Breakfast included', 'Room service', 'Housekeeping', '24/7 front desk']","sand dunes, Jaisalmer, RJ, 345001",Jaisalmer,India,"26.830098, 70.537177",45.0
87,Desert Dunes Jaisalmer,4.4,Wonderful,"['Spa', 'Parking included', 'Laundry', 'Room service', 'Housekeeping', '24/7 front desk']","Next to Sam Dunes, Sam Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.866545, 70.56665",47.0
88,Blessing Hotel,4.2,Wonderful,"['Free WiFi', 'Parking included', 'Pet friendly', 'Pool', 'Room service']","Near Dhibba Para, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.910534, 70.914581",23.0
89,Aapni Haveli,4.3,Wonderful,"['Free airport shuttle', 'Free WiFi', 'Air conditioning', 'Parking included', 'Breakfast included', 'Laundry']","Aapni Haveli, Amar Sagar Pol, Gandhi Colony, Behind Indian Bank, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.914756, 70.920427",32.0
91,Desert Dream Royal Camp,5.0,Exceptional,"['Free WiFi', 'Parking included', 'Breakfast included', 'Laundry', 'Pet friendly', 'Restaurant']","190 Old City, Gadisar Circle, Near Honda Showroom Jaisalmer Desert, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.909013, 70.913775",59.0
92,Damodra Desert Camp,5.0,Exceptional,"['Air conditioning', 'Parking included', 'Breakfast included', 'Pet friendly', 'Restaurant', 'Bar']","Damodra Sam Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.896222, 70.692647",49.0
95,Chandigarh Desert  Camp,3.8,Very Good,"['Free WiFi', 'Parking included', 'Pet friendly', 'Breakfast available', 'Business services', 'Room service']","sand dunes, Jaisalmer, RJ, 345001",Jaisalmer,India,"26.855713, 70.551591",25.0
96,OYO 10081 Tent Desert Banjara Resort,4.3,Wonderful,"['Parking included', 'Breakfast included', 'Restaurant', 'Room service', 'Housekeeping', '24/7 front desk']","54, Jaisalmer- Sam Dhanana Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.915851, 70.907553",35.0
98,Paddav Tented Suites,4.4,Wonderful,"['Free WiFi', 'Parking included', 'Breakfast included', 'Room service', 'Housekeeping']","Near Kanoi Village, Sam Sand Dunes, Sam Village, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.839881, 70.541429",28.0
100,Pride Jaisalmer,4.1,Wonderful,"['Free WiFi', 'Air conditioning', 'Parking included', 'Room service', 'Housekeeping', '24/7 front desk']","Sam Sand Dunes, Jaisalmer, Rajashtan, 345001",Jaisalmer,India,"26.91101, 70.914479",65.0
101,Golden Paradise Desert Resort,4.7,Exceptional,"['Parking included', 'Laundry', 'Room service', 'Housekeeping', '24/7 front desk']","Opposite Sam Sand Dunes, Sam Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.845624, 70.535469",50.0
102,Desert Ambience Resort,3.7,Very Good,"['Parking included', 'Breakfast included', 'Laundry', 'Pet friendly', 'Room service', 'Housekeeping']","Opposite Sam Sand Dunes, Sam Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.864058, 70.563608",65.0
103,Sam Sand Dunes Desert Safari,4.4,Wonderful,"['Parking included', 'Pool', 'Restaurant', 'Room service', '24/7 front desk']","Near Sam Toll Barrier on Sam Road, Near Sam Toll Barrier on Sam Road, Jaisalmer, RJ, 345001",Jaisalmer,India,"26.83019, 70.50705",52.0
104,OYO 10358 Chouhan Haveli,4.0,Very Good,"['Free WiFi', 'Air conditioning', 'Breakfast included', 'Laundry', 'Room service', 'Housekeeping']","758,Achalvanshi Colony, Behind Dr. B.K . Arya House, Jaisalmer, 543001",Jaisalmer,India,"26.924, 70.90783",48.0
105,Swagat Desert Camp,3.9,Very Good,"['Free WiFi', 'Air conditioning', 'Parking included', 'Room service', 'Housekeeping', '24/7 front desk']","Near Toll Gate Sam Sand, Dunes Sam Jaisalmer, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.867066, 70.567572",56.0
106,OYO 7485 Hotel Apollo,4.8,Exceptional,"['Free WiFi', 'Air conditioning', 'Parking included', 'Breakfast included', 'Housekeeping']","Opposite SBI Bank, Dhibba Para, Jaisalmer, 345001",Jaisalmer,India,"26.90973, 70.91668",61.0
107,Kanj Sand Voyages Camp,4.4,Wonderful,"['Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available', 'Business services']","Sam Road, Kanoi Village, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.900696, 70.602596",68.0
108,OYO 10132 Hotel Regal Inn,4.3,Wonderful,"['Free WiFi', 'Air conditioning', 'Parking included', 'Breakfast included', 'Laundry', 'Restaurant']","429,Dr. KL achalwanshi colony, near mali samaj bhawan,dedansar rd, Jaisalmer, 345001",Jaisalmer,India,"26.91482, 70.909641",25.0
109,Mahadev Palace,4.2,Wonderful,"['Air conditioning', 'Laundry', 'Pool', 'Restaurant', 'Parking available', 'Room service']","H-3 Riico Jethwai Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.912542, 70.912474",24.0
110,Hotel Heritage Inn,4.7,Exceptional,"['Spa', 'Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Pool']","No.4 Hotel Complex, Sam Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.916642, 70.887128",64.0
112,Ratnawali Camps,4.6,Exceptional,"['Free WiFi', 'Parking included', 'Restaurant', 'Breakfast available', 'Room service', 'Housekeeping']","Sam, Jasialmer Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.896975, 70.599297",20.0
114,Aspirants Trishul Desert Resort,4.0,Very Good,"['Free airport shuttle', 'Parking included', 'Restaurant', 'Room service', '24/7 front desk']","Khuri, Police Line, Janra, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.91565, 70.908279",31.0
115,Golden Dune Camp,4.9,Exceptional,"['Free WiFi', 'Parking included', 'Breakfast included', 'Restaurant', 'Bar', 'Room service']","2 Km Milestone, Lakmano Ki Basti Road, Sam, Jaisalmer, RJ, 345001",Jaisalmer,India,"26.91565, 70.908279",24.0
116,Desert Moon,4.5,Wonderful,"['Laundry', 'Breakfast available', 'Parking available', 'Room service', '24/7 front desk']","Opp. Vyas Chattri, Achalvansi Colony, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.92237, 70.90656",69.0
117,Thakur Ji Resort,4.6,Exceptional,"['Parking included', 'Breakfast included', 'Pet friendly', 'Restaurant', 'Bar', 'Room service']","Sam Sand Dunes, Jaisalmer, RJ, 345001",Jaisalmer,India,"26.870049, 70.566288",60.0
118,GuestHouser 1 BR Heritage 3882,3.6,Very Good,"['Free WiFi', 'Air conditioning', 'Parking included', 'Pool', 'Restaurant', 'Housekeeping']","Hotel The Royale, Near Fort, Dhiba Para, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.910522, 70.91462",19.0
119,Exotic Luxury Camps,4.0,Very Good,"['Parking included', 'Breakfast included', 'Laundry', 'Restaurant', 'Room service', 'Housekeeping']","133/1283, Village Kanoi, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.870951, 70.615839",66.0
