hotel_id,hotel_name,hotel_price
59,"amã Stays & Trails Kothi Umednagar, Jodhpur",
60,Rani Mahal,
61,OYO 6915 Hotel Marwar Regency,
62,Pal Garh Heritage Hotel,
63,Chandra Imperial,
64,Hotel Yash International,
65,Treehouse Amaara- Pure Vegetarian Resort,
66,Hotel Aarunya Royale,
67,Hotel Sheetal,
68,OYO 1395 Hotel Gandhi International,
69,Pioneer Plaza Jodhpur,
70,OYO 11973 Badri Palace,
71,OYO 17368 Ranibagh Palace,
72,OYO 22225 Baba Ramdev,
73,OYO 13346 Hotel A R Ganpati Plaza,
74,OYO 11975 Siddharth International,
75,Capital O 44702 Hotel Shri Ram Residency,
76,OYO 14816 Hotel Omni,
77,OYO 13935 Hotel Shree Celebration,
78,OYO 19450 The Kamdhenu Inn,
79,Capital O 41054 Hotel Raj And Restaurant,
80,Garh Govind Hotel & Resort,
81,Hotel Ajit Mansion,
82,OYO 16577 Hotel Rajshree,
83,OYO 18484 Hotel Ratnawali,
84,OYO 42636 Zest Damodar Garh,
85,OYO 22071 Shri Baba Excellency,
86,OYO 15001 Marvel Umed,
87,Shivam Palace & Resort,
88,OYO 38412 Kavya International,
89,Chandelao Garh,
90,OYO 3960 Shree Mohan Villas,
91,The Gandhi International,
92,Hotel Kasturi Orchid,
93,V Resorts Veergarh Jhalamand,
94,WelcomHeritage Bal Samand Lake Palace,
95,Black Horse - A Heritage Resort,
96,OYO 15941 Jasol Heritage,
97,Mapple Abhay,
98,Hotel City Palace,
99,Umaid Bhawan Palace,
100,Kalinga Hotel,
101,Apnayt Villa,
102,Capital O 35409 Hotel Megh Niwas,
103,Jagat Vilas,
104,Hotel Royale Plazo,
105,Hotel Rajputana Palace,
106,The Pal Palace Hotel Jodhpur,
107,Shahi Heritage - Shahi Guest House,
108,Ganesham Guest House,
109,"The Blue House, Oldest Guest House",
110,OYO 2291 Home Stay Mertiya Residency,
111,Yogi Guest House,
112,Surya Kunj Home Stay,
113,Daspan House - A Heritage Hotel,
114,Bishnoi Village Camp and Resort,
115,Cosy Guest House,
116,Hotel Residency Palace,
117,Hotel Shri Ram Excellency,
118,HOTEL PIONEER PLAZA,
119,Mango Hotels Jodhpur,
120,Suraj Haveli Jodhpur,
121,Chandra Grand,
122,OYO 1174 Shanti Bhawan Heritage,
123,GenX Jodhpur,
124,Nirvana Home,
125,Amargarh Resort,
126,OYO 16169 Sahdev Guest House,
127,Treebo Tryst Parkk Boutique Jodhpur,
128,Shri Nakshatra Excellency,
129,Hotel S B Excellency,
130,Shanti Bhawan Heritage Hotel,
131,The Kothi Heritage,
132,OYO 14817 Aditya's Velvet Heritage,
133,APPLE HOME STAY,
134,Veergarh The Resort,
135,OYO 26740 Durag Villas Guest House,
136,Hotel JS Regency,
137,Hare Krishna Guest House,
138,Hotel Inn Season,
139,Hotel ShriRam Residency,
140,Jodhana Elite by 1589 Hotels,
141,Om Heritage Hotel,
142,Treebo Trend Megh Niwas,
143,Jodhpur Heritage Haveli Guest House,
144,Royal Heritage Guest House,
145,OYO 9852 Leela Villas Guest House,
146,OYO 9853 Hotel Haveli Inn,
147,Kings Retreat Jodhpur,
148,Suryagarh Heritage,
149,Treebo Trend Hotel Raj Joghpur,
150,Capital O 30351 S B Excellency,
151,Hotel High Pointe,
152,Lords Inn Jodhpur,
153,OYO 14432 Jeelan Palace,
154,Ratnawali,
155,Omni Plaza,
156,Hotel Durga Silver Line,
157,Lariya Resort,
158,Travellers House Jodhpur,
159,Hotel Marwar Excellency,
160,Ranbanka Apartments,
161,Oasis of Serenity by Vista Rooms,
162,Palette - Athulyam Resort,
163,Luxurious 2 bedroom house with kitchen and living area,
164,Ranbanka Palace,
165,Shangri-La Heritage Haveli,
166,Niralidhani Ethnic Resort,
167,Trulyy Rudransh inn,
168,Devi Bhawan,
169,Mango Hotels ITI Circle,
170,daspan House,
171,Treebo Trend Hinduja,
172,GuestHouser 1 BR Heritage in Pipar City,
173,Osian Sand Dunes Camps and Resort,
174,Reggie's Camel Camps,
175,OYO 29348 Marwar Heritage,
176,Camp Thar,
177,Rohida Camp Osian,
178,Safari Camp Osian,
